id,source_file,month,year,sl_no,heads_of_crime,major_head,minor_head,upto_end_of_month,prev_year_month,previous_month,current_month,category_id,category_name,subcategory_id,subcategory_name,mapping_confidence,mapping_method
384,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,384,A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC/204,205 BNS)",Uniformed Authority,1,1,1,0,3,Cyber Crime,,,0.4,token_overlap
385,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,385,A - IPC Crime,"MISCHIEF (Sec.427 to 440 except 434, 435, 436, 438 IPC/324(4) TO 324(6) BNS)",NA,158,34,38,46,3,Cyber Crime,,,0.4,token_overlap
386,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,386,A - IPC Crime,MOLESTATION (Sec.354 IPC/74 BNS),Attempt to Commit,19,6,4,3,3,Cyber Crime,,,0.4,token_overlap
387,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,387,A - IPC Crime,MOLESTATION (Sec.354 IPC/74 BNS),Private Place,336,75,83,81,3,Cyber Crime,,,0.4,token_overlap
388,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,388,A - IPC Crime,MOLESTATION (Sec.354 IPC/74 BNS),Public Conveyance,4,0,0,1,3,Cyber Crime,,,0.4,token_overlap
389,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,389,A - IPC Crime,MOLESTATION (Sec.354 IPC/74 BNS),Public Place,863,187,234,212,3,Cyber Crime,,,0.4,token_overlap
390,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,390,A - IPC Crime,MOLESTATION (Sec.354 IPC/74 BNS),Other Places,942,229,268,257,3,Cyber Crime,,,0.4,token_overlap
391,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,391,A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC/123 BNS),Attempt to Commit,5,1,1,2,3,Cyber Crime,,,0.4,token_overlap
392,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,392,A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC/123 BNS),Fatal,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
393,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,393,A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC/123 BNS),Non Fatal,1,0,0,0,3,Cyber Crime,,,0.4,token_overlap
394,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,394,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Advertisement,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
395,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,395,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Audio Tape,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
396,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,396,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Book,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
397,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,397,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Computer Software,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
398,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,398,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Figures,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
399,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,399,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Film (Blue),0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
400,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,400,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Painting,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
401,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,401,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Pamphlet,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
402,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,402,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Paper,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
403,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,403,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Photography,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
404,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,404,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Poster,1,0,0,0,3,Cyber Crime,,,0.4,token_overlap
405,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,405,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Video Film(Blue),0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
406,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,406,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Others,3,1,0,1,3,Cyber Crime,,,0.4,token_overlap
407,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,407,A - IPC Crime,PUBLIC JUSTICE (Sec.213 to 215 IPC/250 TO 252 BNS),NA,1,1,0,0,3,Cyber Crime,,,0.4,token_overlap
408,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,408,A - IPC Crime,"PUBLIC NUISANCE (Sec.291 and 510 IPC/293,355 BNS)",NA,364,31,63,67,3,Cyber Crime,,,0.4,token_overlap
409,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,409,A - IPC Crime,"PUBLIC SAFETY (Sec.269 to 271, 277, 283, 289 IPC/271 to 273, 279,285,291 BNS)",NA,816,145,279,97,3,Cyber Crime,,,0.4,token_overlap
410,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,410,A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Attempt to Commit,5,0,2,2,2,Crimes Against Persons,,,0.4,token_overlap
411,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,411,A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Defence Personnel,2,0,1,0,2,Crimes Against Persons,,,0.4,token_overlap
412,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,412,A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Jail Personnel,5,1,1,2,2,Crimes Against Persons,,,0.4,token_overlap
413,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,413,A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Judicial Official,5,2,0,1,2,Crimes Against Persons,,,0.4,token_overlap
414,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,414,A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Minister,0,0,0,0,2,Crimes Against Persons,,,0.4,token_overlap
415,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,415,A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",MLA,0,0,0,0,2,Crimes Against Persons,,,0.4,token_overlap
416,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,416,A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",MP,0,0,0,0,2,Crimes Against Persons,,,0.4,token_overlap
417,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,417,A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Nationalised Bank Personnel,1,0,0,0,2,Crimes Against Persons,,,0.4,token_overlap
418,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,418,A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Other Elected Member,0,0,0,0,2,Crimes Against Persons,,,0.4,token_overlap
419,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,419,A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Other Enforcement Official,0,0,0,0,2,Crimes Against Persons,,,0.4,token_overlap
420,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,420,A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Other Govt. Official,138,39,38,32,2,Crimes Against Persons,,,0.4,token_overlap
421,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,421,A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Para Military Personnel,0,0,0,0,2,Crimes Against Persons,,,0.4,token_overlap
422,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,422,A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Police Personnel,155,47,38,48,2,Crimes Against Persons,,,0.4,token_overlap
423,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,423,A - IPC Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Public Sector Undertaking Official,29,10,7,7,2,Crimes Against Persons,,,0.4,token_overlap
424,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,424,A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Defence Personnel,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
425,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,425,A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Jail Personnel,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
426,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,426,A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Judicial Official,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
427,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,427,A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Minister,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
428,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,428,A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",MLA,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
429,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,429,A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",MP,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
430,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,430,A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Nationalised Bank Personnel,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
431,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,431,A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Other Elected Member,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
432,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,432,A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Other Enforcement Official,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
433,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,433,A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Other Govt. Official,1,0,1,0,3,Cyber Crime,,,0.4,token_overlap
434,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,434,A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Para Military Personnel,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
435,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,435,A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Police Personnel,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
436,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,436,A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Public Sector Undertaking Official,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
437,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,437,A - IPC Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Others,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
438,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,438,A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Animal -Related,21,6,8,7,3,Cyber Crime,,,0.4,token_overlap
439,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,439,A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Boat/Vessel - Related,3,0,0,0,3,Cyber Crime,,,0.4,token_overlap
440,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,440,A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Explosive/Explosive Substances - Related,10,3,3,1,3,Cyber Crime,,,0.4,token_overlap
441,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,441,A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Inflammable Substance- Related,12,2,0,1,3,Cyber Crime,,,0.4,token_overlap
442,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,442,A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Machinery - Related,58,16,12,13,3,Cyber Crime,,,0.4,token_overlap
443,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,443,A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Poisonous Substance - Related,4,1,1,2,3,Cyber Crime,,,0.4,token_overlap
444,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,444,A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Other - Related,414,108,71,94,3,Cyber Crime,,,0.4,token_overlap
445,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,445,A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Human - Related,107,77,18,27,3,Cyber Crime,,,0.4,token_overlap
446,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,446,A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Wheeling,129,5,48,18,3,Cyber Crime,,,0.4,token_overlap
447,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,447,A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Drink & Drive Without DL,1,0,1,0,3,Cyber Crime,,,0.4,token_overlap
448,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,448,A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Death Causeed By Electric Shock,27,16,5,9,3,Cyber Crime,,,0.4,token_overlap
449,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,449,A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Defective Silencer,5,0,3,0,3,Cyber Crime,,,0.4,token_overlap
450,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,450,A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Footpath Riding,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
451,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,451,A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Racing & Trials of Speed,1,0,0,0,3,Cyber Crime,,,0.4,token_overlap
452,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,452,A - IPC Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Rash & Negligence/Dangerous Driving,253,6,46,57,3,Cyber Crime,,,0.4,token_overlap
453,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,453,A - IPC Crime,RECEIVING OF STOLEN PROPERTY (Sec.411 to 414 IPC/317(2) TO 317(5) BNS),NA,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
454,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,454,A - IPC Crime,SEDITION (Sec. 124A IPC/IN BNS Deleted),Attempt to Commit,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
455,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,455,A - IPC Crime,SEDITION (Sec. 124A IPC/IN BNS Deleted),By Foreigner,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
456,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,456,A - IPC Crime,SEDITION (Sec. 124A IPC/IN BNS Deleted),By National,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
457,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,457,A - IPC Crime,SEDITION (Sec. 124A IPC/IN BNS Deleted),By National And Foreigner,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
458,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,458,A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS),Attempt to Commit,5,2,2,2,3,Cyber Crime,,,0.4,token_overlap
459,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,459,A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS),Office,7,0,1,2,3,Cyber Crime,,,0.4,token_overlap
460,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,460,A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS),Public Conveyance,2,0,0,1,3,Cyber Crime,,,0.4,token_overlap
461,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,461,A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS),Public Place,65,11,15,18,3,Cyber Crime,,,0.4,token_overlap
462,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,462,A - IPC Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS),Other Places,74,23,22,16,3,Cyber Crime,,,0.4,token_overlap
463,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,463,A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC/107,108 BNS)",Dowry,2,0,0,1,3,Cyber Crime,,,0.4,token_overlap
464,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,464,A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC/107,108 BNS)",Abetment of Suicide,135,39,27,38,3,Cyber Crime,,,0.4,token_overlap
465,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,465,A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC/107,108 BNS)",Other Reasons,89,24,24,32,3,Cyber Crime,,,0.4,token_overlap
466,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,466,A - IPC Crime,"SUICIDE (Sec.305, 306, 309 IPC/107,108 BNS)",Attempt to Commit suicide,22,7,4,4,3,Cyber Crime,,,0.4,token_overlap
467,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,467,A - IPC Crime,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),Abetment,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
468,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,468,A - IPC Crime,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),Animal,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
469,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,469,A - IPC Crime,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),Attempt,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
470,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,470,A - IPC Crime,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),Major - Man,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
471,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,471,A - IPC Crime,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),Major - Woman,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
472,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,472,A - IPC Crime,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),Minor - Boy,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
473,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,473,A - IPC Crime,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),Minor - Girl,0,0,0,0,3,Cyber Crime,,,0.4,token_overlap
474,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,474,A - IPC Crime,"WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC/126(2),127(2)-127(8) BNS)",Attempt to Commit,7,1,1,3,3,Cyber Crime,,,0.4,token_overlap
475,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,475,A - IPC Crime,"WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC/126(2),127(2)-127(8) BNS)",To Extort Confession,4,2,1,1,3,Cyber Crime,,,0.4,token_overlap
476,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,476,A - IPC Crime,"WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC/126(2),127(2)-127(8) BNS)",To Extort Property,4,4,1,1,3,Cyber Crime,,,0.4,token_overlap
477,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,477,A - IPC Crime,"WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC/126(2),127(2)-127(8) BNS)",To settle Dispute,13,2,6,0,3,Cyber Crime,,,0.4,token_overlap
478,CRIME_REVIEW_FOR_THE_MONTH_OF_APRIL_2026.csv,4,2026,478,A - IPC Crime,"WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC/126(2),127(2)-127(8) BNS)",Others,175,24,38,59,3,Cyber Crime,,,0.4,token_overlap
